jrk_template,Phylum,Class,Order,Family,GENUS,COMMENT on genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont,
jrk09124,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylocinum,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,poroid,long-distance,/boletus,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk09128,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,poroid,long-distance,/boletus,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk09267,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Veloporphyrellus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,poroid,long-distance,/boletus,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk09395,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xanthoconium,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,poroid,long-distance,/boletus,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk09461,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,poroid,long-distance,/boletus,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk09462,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,poroid,long-distance,/boletus,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk01271,Basidiomycota,Agaricomycetes,Atheliales,Byssocorticiaceae,Byssocorticium,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_fringe,/byssocorticium,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk06175,Basidiomycota,Agaricomycetes,Agaricomycetes order incertae sedis,Agaricomycetes family incertae sedis,Parastereopsis,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,unknown,/cantharellus,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk01409,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_smooth,/cantharellus,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk02134,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Craterellus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/cantharellus,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk03517,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Goossensia,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,unknown,/cantharellus,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk07052,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Pseudocraterellus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/cantharellus,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk07286,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Pterygellus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,unknown,/cantharellus,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk08105,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales family incertae sedis,Sistotrema,,litter_saprotroph,,ectomycorrhizal_many_species,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_fringe,/cantharellus,,,litter_saprotroph;;;;;filamentous_mycelium
jrk03988,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,hydnoid,medium-distance_smooth,/cantharellus,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk01472,Basidiomycota,Agaricomycetes,Agaricales,Biannulariaceae,Catathelasma,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,mat,/catathelasma,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk01521,Ascomycota,Dothideomycetes,Gloniales,Gloniaceae,Cenococcum,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,None,none,short-distance_coarse,/cenococcum,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk01838,Basidiomycota,Agaricomycetes,Gomphales,Clavariadelphaceae,Clavariadelphus,,litter_saprotroph,,ectomycorrhizal_several_species_(large_fruit_bodies),,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,clavarioid,smooth,mat,/clavariadelphus,,,litter_saprotroph;;;;;filamentous_mycelium
jrk01852,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,Clavulina,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,clavarioid,smooth,contact,/clavulina,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk05069,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,Membranomyces,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,contact,/clavulina,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk01972,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltricia,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,short-distance_coarse,/coltricia,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk01973,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltriciella,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,short-distance_coarse,/coltricia,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk09376,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Volvopolyporus,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,short-distance_coarse,/coltricia,,,wood_saprotroph;;;;;filamentous_mycelium
jrk00825,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Austrogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,medium-distance_fringe,/cortinarius,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk02100,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/cortinarius,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk09537,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cuphocybe,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/cortinarius,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk09538,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Dermocybe,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/cortinarius,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk06955,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Protoglossum,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,medium-distance_fringe,/cortinarius,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk07389,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Quadrispora,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,medium-distance_fringe,/cortinarius,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk08384,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Stephanopus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/cortinarius,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk09541,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Thaxterogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,medium-distance_fringe,/cortinarius,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk02477,Mucoromycota,Endogonomycetes,Endogonales,Densosporaceae,Densospora,,ectomycorrhizal,soil_saprotroph,moss-associated_many_species,root_endophyte,,,,non-aquatic,,,filamentous_mycelium,zygosporangium,closed,short-distance_delicate,/densospora,,,ectomycorrhizal;soil_saprotroph;root_endophyte;;;filamentous_mycelium
jrk02500,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Descolea,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/descolea,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk02501,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Descomyces,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_delicate,/descolea,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk08013,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Setchelliogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,short-distance_delicate,/descolea,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk08857,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Timgrovea,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_delicate,/descolea,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk02855,Ascomycota,Eurotiomycetes,Eurotiales,Elaphomycetaceae,Elaphomyces,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_delicate,/elaphomyces,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk07243,Ascomycota,Eurotiomycetes,Eurotiales,Elaphomycetaceae,Pseudotulostoma,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,short-distance_delicate,/elaphomyces,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk04233,Mucoromycota,Endogonomycetes,Endogonales,Endogonaceae,Jimgerdemannia,,ectomycorrhizal,root-associated,,root-associated,,,,non-aquatic,,,filamentous_mycelium,zygosporangium,closed,short-distance_delicate,/endogone1,,,ectomycorrhizal;root-associated;root-associated;;;filamentous_mycelium
jrk07885,Mucoromycota,Endogonomycetes,Endogonales,Endogonaceae,Sclerogone,,ectomycorrhizal,root-associated,,root-associated,,,,non-aquatic,,,filamentous_mycelium,zygosporangium,closed,short-distance_delicate,/endogone2,,,ectomycorrhizal;root-associated;root-associated;;;filamentous_mycelium
jrk02917,Mucoromycota,Endogonomycetes,Endogonales,Endogonaceae,Endogone,,soil_saprotroph,root_endophyte,ectomycorrhizal_1-2_species_in_E.pisiformis_complex,root_endophyte,root-associated,soil,,non-aquatic,,,filamentous_mycelium,zygosporangium,closed,short-distance_delicate,/endogone3,,,soil_saprotroph;root_endophyte;root_endophyte;root-associated;;filamentous_mycelium
jrk02963,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,,soil_saprotroph,unspecified_symbiotroph,"CHEGD_symbiotrophs,ectomycorrhizal_ca_10%_of_species",root-associated,root-associated,"roots,soil",,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_smooth,/entoloma,,,soil_saprotroph;unspecified_symbiotroph;root-associated;root-associated;;filamentous_mycelium
jrk03309,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Galactinia,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,contact,/galactinia,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk03368,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Genabea,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_coarse,/genea-humaria,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk03369,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Genea,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_coarse,/genea-humaria,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk03405,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Gilkeya,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_coarse,/genea-humaria,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk03933,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Humaria,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,short-distance_coarse,/genea-humaria,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk05466,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Myrmecocystis,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_coarse,/genea-humaria,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk06166,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Parascutellinia,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,short-distance_coarse,/genea-humaria,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk03379,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Geopora,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,short-distance_coarse,/geopora,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk09940,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Phaeangium,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,short-distance_coarse,/geopora,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk06610,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Picoa,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_coarse,/geopora,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk09944,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Sepultaria,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,short-distance_coarse,/geopora,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk03580,Basidiomycota,Agaricomycetes,Agaricales,Callistosporiaceae,Guyanagarika,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/guyanagarica_(/agaricales1),,,ectomycorrhizal;;;;;filamentous_mycelium
jrk00244,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Alnicola,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/hebeloma-alnicola,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk09542,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Anamika,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/hebeloma-alnicola,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk03722,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/hebeloma-alnicola,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk04013,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hymenogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_delicate,/hebeloma-alnicola,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk05534,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Naucoria,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/hebeloma-alnicola,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk06985,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Psathyloma,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/hebeloma-alnicola,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk09220,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Wakefieldia,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_delicate,/hebeloma-alnicola,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk03977,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,hydnoid,mat,/hydnellum-sarcodon,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk07787,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Sarcodon,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,hydnoid,mat,/hydnellum-sarcodon,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk03986,Ascomycota,Pezizomycetes,Pezizales,Discinaceae,Hydnotrya,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,contact,/hydnotrya,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk03997,Basidiomycota,Agaricomycetes,Agaricales,Porotheleaceae,Hydropus,,litter_saprotroph,wood_saprotroph,ectomycorrhizal_some_tropical_species?,,,"wood,leaf/fruit/seed",,non-aquatic,,,filamentous_mycelium,agaricoid,gills,unknown,/hydropus,,,litter_saprotroph;wood_saprotroph;;;;filamentous_mycelium
jrk04002,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/hygrophorus,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk00826,Basidiomycota,Agaricomycetes,Hysterangiales,Gallaceaceae,Austrogautieria,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk03318,Basidiomycota,Agaricomycetes,Hysterangiales,Gallaceaceae,Gallacea,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk03643,Basidiomycota,Agaricomycetes,Hysterangiales,Gallaceaceae,Hallingea,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk00598,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Aroramyces,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk01786,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Circulocolumella,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk01823,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Clathrogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk04076,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Hysterangium,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk06499,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Phlebogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk00381,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Andebbia,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk01465,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Castoreum,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk01717,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Chondrogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk03576,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Gummiglobus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk03577,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Gummivena,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk04889,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Malajczukia,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk05098,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Mesophellia,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk05797,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Nothocastoreum,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk06457,Basidiomycota,Agaricomycetes,Hysterangiales,Phallogastraceae,Phallogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk09543,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Astrosporina,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/inocybe,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk00808,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Auritella,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/inocybe,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk04145,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/inocybe,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk09559,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Mallocybe,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/inocybe,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk09097,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Tubariomyces,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/inocybe,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk03976,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Hydnangium,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_delicate,/laccaria,,,ectomycorrhizal;;;;;filamentous_mycelium
jrk04416,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/laccaria,,,ectomycorrhizal;;;;;filamentous_mycelium
